UserID,SessionID,TitleID,Title,Genres,IsSeries,Season,EpisodeNumber,FullContentDurationSeconds,WatchStart,WatchEnd,WatchDurationSeconds,EventType,Device,Country,Rating,WatchDuration,WatchHours,BingeFlag
U0005,U0005_S002,T0158,Thriller Title 158,Thriller,False,,,7740,2025-07-16 22:07:33,2025-07-16 23:45:02,5849,partial,Smart TV,IN,3.6,97.48333333333333,1.6247222222222222,False
U0005,U0005_S003,T0108,Action Title 108,Action,True,2.0,3.0,1800,2025-07-31 12:20:09,2025-07-31 12:43:09,1380,partial,Smart TV,DE,3.1,23.0,0.38333333333333336,False
U0006,U0006_S001,T0269,Horror Title 269,Horror,False,,,5460,2025-06-07 15:29:27,2025-06-07 16:07:19,2272,partial,Web,US,3.7,37.86666666666667,0.6311111111111111,False
U0006,U0006_S002,T0209,Action Title 209,Action,False,,,4800,2025-04-25 08:00:07,2025-04-25 09:16:23,4576,complete,Mobile,IN,,76.26666666666667,1.271111111111111,False
U0006,U0006_S002,T0050,Sci-Fi Title 50,Sci-Fi,False,,,7620,2025-04-25 09:23:24,2025-04-25 10:24:12,3648,partial,Smart TV,DE,,60.8,1.0133333333333334,False
U0006,U0006_S002,T0114,Romance Title 114,Romance,True,2.0,2.0,1560,2025-04-25 10:27:25,2025-04-25 10:46:12,1127,partial,Tablet,IN,,18.783333333333335,0.31305555555555553,False
U0006,U0006_S002,T0286,Romance Title 286,Romance,False,,,8640,2025-04-25 10:47:12,2025-04-25 12:45:30,7098,partial,Web,DE,4.3,118.3,1.9716666666666667,False
U0006,U0006_S003,T0084,Documentary Title 84,Documentary,False,,,6000,2025-07-28 21:02:23,2025-07-28 22:30:26,5283,partial,Smart TV,MX,3.2,88.05,1.4675,False
U0007,U0007_S001,T0042,Comedy Title 42,Comedy,True,1.0,7.0,2040,2025-03-01 19:42:41,2025-03-01 20:08:57,1576,partial,Tablet,US,,26.266666666666666,0.43777777777777777,False
U0007,U0007_S001,T0053,Sci-Fi Title 53,Sci-Fi,True,4.0,6.0,2880,2025-03-01 20:11:57,2025-03-01 20:43:32,1895,partial,Smart TV,IN,4.1,31.583333333333332,0.5263888888888889,False
U0007,U0007_S001,T0239,Comedy Title 239,Comedy,True,1.0,8.0,1920,2025-03-01 20:49:37,2025-03-01 21:18:29,1732,complete,Mobile,BR,,28.866666666666667,0.4811111111111111,False
U0007,U0007_S002,T0224,Family Title 224,Family|Animation,True,1.0,11.0,2340,2025-07-09 18:16:47,2025-07-09 18:41:22,1475,partial,Web,IN,4.1,24.583333333333332,0.4097222222222222,False
U0007,U0007_S002,T0010,Drama Title 10,Drama,True,1.0,10.0,2040,2025-07-09 18:44:23,2025-07-09 18:59:00,877,partial,Mobile,IN,4.0,14.616666666666667,0.2436111111111111,False
U0007,U0007_S002,T0191,Action Title 191,Action,False,,,4500,2025-07-09 19:08:49,2025-07-09 20:11:33,3764,partial,Web,US,,62.733333333333334,1.0455555555555556,False
U0007,U0007_S003,T0270,Romance Title 270,Romance|Comedy,True,2.0,4.0,3060,2025-05-19 15:48:24,2025-05-19 16:22:27,2043,partial,Smart TV,IN,,34.05,0.5675,False
U0007,U0007_S003,T0227,Action Title 227,Action|Drama,False,,,5460,2025-05-19 16:24:03,2025-05-19 17:52:46,5323,complete,Smart TV,JP,,88.71666666666667,1.478611111111111,False
U0007,U0007_S003,T0046,Comedy Title 46,Comedy|Romance,False,,,7500,2025-05-19 17:58:35,2025-05-19 18:39:21,2446,partial,Web,IN,,40.766666666666666,0.6794444444444444,False
U0007,U0007_S003,T0198,Horror Title 198,Horror|Comedy,False,,,5880,2025-05-19 18:43:14,2025-05-19 19:21:27,2293,partial,Tablet,US,3.9,38.21666666666667,0.6369444444444444,False
U0008,U0008_S001,T0239,Comedy Title 239,Comedy,True,5.0,10.0,1920,2025-04-06 20:24:09,2025-04-06 20:47:41,1412,partial,Tablet,US,4.1,23.533333333333335,0.39222222222222225,False
U0008,U0008_S001,T0290,Romance Title 290,Romance,False,,,6120,2025-04-06 20:57:38,2025-04-06 22:09:10,4292,partial,Smart TV,CA,,71.53333333333333,1.1922222222222223,False
U0008,U0008_S001,T0222,Drama Title 222,Drama,True,3.0,10.0,1680,2025-04-06 22:16:35,2025-04-06 22:26:07,572,partial,Smart TV,IN,3.7,9.533333333333333,0.15888888888888889,False
U0008,U0008_S002,T0176,Comedy Title 176,Comedy,True,1.0,8.0,2400,2025-07-13 20:15:04,2025-07-13 20:46:01,1857,partial,Mobile,MX,4.3,30.95,0.5158333333333334,False
U0008,U0008_S002,T0256,Comedy Title 256,Comedy,False,,,6060,2025-07-13 20:51:01,2025-07-13 21:30:18,2357,partial,Smart TV,BR,3.8,39.28333333333333,0.6547222222222222,False
U0008,U0008_S002,T0242,Thriller Title 242,Thriller,False,,,6720,2025-07-13 21:39:49,2025-07-13 23:02:19,4950,partial,Web,IN,,82.5,1.375,False
U0009,U0009_S001,T0024,Documentary Title 24,Documentary|Sci-Fi,True,5.0,4.0,2460,2025-07-14 22:57:30,2025-07-14 23:33:05,2135,partial,Tablet,UK,5.0,35.583333333333336,0.5930555555555556,False
U0009,U0009_S001,T0280,Romance Title 280,Romance,False,,,7860,2025-07-14 23:41:03,2025-07-15 01:09:20,5297,partial,Tablet,DE,,88.28333333333333,1.4713888888888889,False
U0009,U0009_S002,T0171,Family Title 171,Family,True,1.0,10.0,2400,2025-07-15 21:47:58,2025-07-15 22:16:55,1737,partial,Mobile,MX,,28.95,0.4825,False
U0009,U0009_S003,T0218,Thriller Title 218,Thriller|Drama,True,1.0,11.0,2880,2025-06-27 23:46:51,2025-06-28 00:22:10,2119,partial,Tablet,UK,3.5,35.31666666666667,0.5886111111111111,False
U0009,U0009_S003,T0133,Comedy Title 133,Comedy,False,,,5220,2025-06-28 00:27:08,2025-06-28 01:34:15,4027,partial,Tablet,IN,,67.11666666666666,1.118611111111111,False
U0010,U0010_S001,T0193,Action Title 193,Action,True,1.0,4.0,1380,2025-07-13 13:40:52,2025-07-13 13:55:03,851,partial,Game Console,MX,3.7,14.183333333333334,0.2363888888888889,False
U0010,U0010_S002,T0237,Family Title 237,Family|Drama,True,1.0,11.0,1800,2025-08-04 14:43:51,2025-08-04 15:07:48,1437,partial,Web,US,,23.95,0.39916666666666667,False
U0010,U0010_S002,T0101,Romance Title 101,Romance,False,,,7260,2025-08-04 15:08:48,2025-08-04 16:04:19,3331,partial,Game Console,US,,55.516666666666666,0.9252777777777778,False
U0010,U0010_S003,T0013,Thriller Title 13,Thriller|Romance,False,,,6840,2025-07-29 11:06:43,2025-07-29 11:57:57,3074,partial,Tablet,DE,5.0,51.233333333333334,0.8538888888888889,False
U0010,U0010_S004,T0229,Comedy Title 229,Comedy,True,2.0,2.0,2400,2025-05-25 08:40:03,2025-05-25 09:11:50,1907,partial,Mobile,AU,,31.783333333333335,0.5297222222222222,False
U0010,U0010_S005,T0049,Romance Title 49,Romance|Horror,True,2.0,2.0,2760,2025-06-08 16:24:49,2025-06-08 17:02:44,2275,partial,Mobile,DE,4.1,37.916666666666664,0.6319444444444444,False
U0010,U0010_S005,T0227,Action Title 227,Action|Drama,False,,,5460,2025-06-08 17:05:44,2025-06-08 18:21:44,4560,partial,Tablet,US,4.0,76.0,1.2666666666666666,False
U0010,U0010_S005,T0110,Romance Title 110,Romance,False,,,6120,2025-06-08 18:27:40,2025-06-08 19:58:38,5458,partial,Smart TV,MX,,90.96666666666667,1.5161111111111112,False
U0010,U0010_S005,T0234,Comedy Title 234,Comedy,True,1.0,6.0,1380,2025-06-08 20:05:51,2025-06-08 20:25:33,1182,partial,Game Console,US,,19.7,0.3283333333333333,False
U0010,U0010_S006,T0194,Romance Title 194,Romance,True,2.0,9.0,2100,2025-05-31 00:25:19,2025-05-31 00:53:58,1719,partial,Tablet,UK,3.3,28.65,0.4775,False
U0011,U0011_S001,T0162,Thriller Title 162,Thriller,False,,,7200,2025-07-23 05:43:01,2025-07-23 07:10:51,5270,partial,Mobile,FR,4.2,87.83333333333333,1.4638888888888888,False
U0011,U0011_S001,T0251,Drama Title 251,Drama,False,,,6180,2025-07-23 07:14:58,2025-07-23 07:45:23,1825,partial,Mobile,UK,,30.416666666666668,0.5069444444444444,False
U0011,U0011_S002,T0258,Thriller Title 258,Thriller,True,2.0,2.0,2280,2025-07-14 10:50:45,2025-07-14 11:15:21,1476,partial,Game Console,US,,24.6,0.41,False
U0011,U0011_S002,T0077,Thriller Title 77,Thriller,False,,,5400,2025-07-14 11:24:39,2025-07-14 12:25:32,3653,partial,Web,DE,2.6,60.88333333333333,1.0147222222222223,False
U0012,U0012_S001,T0293,Horror Title 293,Horror,True,1.0,1.0,2040,2025-05-10 18:36:16,2025-05-10 19:00:34,1458,partial,Tablet,IN,,24.3,0.405,False
U0012,U0012_S002,T0198,Horror Title 198,Horror|Comedy,False,,,5880,2025-05-16 00:07:20,2025-05-16 00:56:04,2924,partial,Tablet,AU,,48.733333333333334,0.8122222222222222,False
U0012,U0012_S003,T0038,Romance Title 38,Romance,True,3.0,12.0,1980,2025-03-05 20:43:47,2025-03-05 21:13:51,1804,complete,Web,US,,30.066666666666666,0.5011111111111111,False
U0013,U0013_S001,T0258,Thriller Title 258,Thriller,True,2.0,11.0,2280,2025-03-17 14:42:00,2025-03-17 15:00:38,1118,partial,Game Console,IN,,18.633333333333333,0.31055555555555553,False
U0013,U0013_S002,T0270,Romance Title 270,Romance|Comedy,True,2.0,12.0,3060,2025-06-29 12:05:35,2025-06-29 12:31:57,1582,partial,Game Console,US,3.3,26.366666666666667,0.43944444444444447,False
U0013,U0013_S002,T0135,Action Title 135,Action,True,3.0,4.0,2100,2025-06-29 12:37:02,2025-06-29 12:52:54,952,partial,Mobile,IN,,15.866666666666667,0.2644444444444444,False
U0013,U0013_S002,T0258,Thriller Title 258,Thriller,True,4.0,4.0,2280,2025-06-29 13:00:23,2025-06-29 13:35:10,2087,complete,Web,CA,,34.78333333333333,0.5797222222222222,False
U0013,U0013_S003,T0220,Horror Title 220,Horror,True,2.0,1.0,1440,2025-03-18 04:46:08,2025-03-18 05:05:08,1140,partial,Game Console,US,3.4,19.0,0.31666666666666665,False
U0013,U0013_S003,T0002,Drama Title 2,Drama|Sci-Fi,True,2.0,8.0,2700,2025-03-18 05:08:03,2025-03-18 05:20:41,758,partial,Smart TV,US,,12.633333333333333,0.21055555555555555,False
U0013,U0013_S004,T0173,Animation Title 173,Animation|Thriller,False,,,5760,2025-02-18 02:56:47,2025-02-18 04:18:00,4873,partial,Tablet,AU,,81.21666666666667,1.353611111111111,False
U0013,U0013_S004,T0137,Animation Title 137,Animation,True,1.0,4.0,2700,2025-02-18 04:21:42,2025-02-18 04:42:07,1225,partial,Mobile,JP,2.8,20.416666666666668,0.3402777777777778,False
U0013,U0013_S004,T0156,Family Title 156,Family,False,,,6240,2025-02-18 04:43:24,2025-02-18 05:30:16,2812,partial,Web,MX,3.7,46.86666666666667,0.7811111111111111,False
U0013,U0013_S004,T0018,Horror Title 18,Horror,False,,,5700,2025-02-18 05:32:31,2025-02-18 06:53:53,4882,partial,Mobile,FR,,81.36666666666666,1.356111111111111,False
U0013,U0013_S005,T0205,Animation Title 205,Animation,True,1.0,4.0,2460,2025-06-16 17:03:47,2025-06-16 17:44:36,2449,complete,Game Console,MX,3.1,40.81666666666667,0.6802777777777778,False
U0014,U0014_S001,T0151,Thriller Title 151,Thriller,True,1.0,6.0,2100,2025-06-04 09:12:17,2025-06-04 09:38:48,1591,partial,Game Console,JP,,26.516666666666666,0.4419444444444444,False
U0014,U0014_S001,T0159,Family Title 159,Family|Thriller,True,3.0,3.0,1320,2025-06-04 09:42:42,2025-06-04 09:53:46,664,partial,Smart TV,UK,,11.066666666666666,0.18444444444444444,False
U0015,U0015_S001,T0082,Documentary Title 82,Documentary,True,2.0,5.0,2160,2025-03-18 13:59:42,2025-03-18 14:32:15,1953,complete,Tablet,FR,3.7,32.55,0.5425,False
U0015,U0015_S002,T0187,Thriller Title 187,Thriller,True,1.0,10.0,2100,2025-07-16 14:49:05,2025-07-16 15:09:15,1210,partial,Web,IN,,20.166666666666668,0.33611111111111114,False
U0016,U0016_S001,T0144,Thriller Title 144,Thriller|Sci-Fi,True,1.0,12.0,1800,2025-03-16 13:05:52,2025-03-16 13:27:41,1309,partial,Mobile,BR,,21.816666666666666,0.3636111111111111,False
U0016,U0016_S002,T0022,Drama Title 22,Drama,True,1.0,7.0,2460,2025-07-14 10:48:03,2025-07-14 11:04:15,972,partial,Tablet,US,3.8,16.2,0.27,False
U0017,U0017_S001,T0206,Thriller Title 206,Thriller,True,1.0,2.0,1920,2025-04-29 02:02:34,2025-04-29 02:16:00,806,partial,Game Console,JP,,13.433333333333334,0.2238888888888889,False
U0017,U0017_S001,T0296,Drama Title 296,Drama,False,,,5580,2025-04-29 02:23:59,2025-04-29 03:01:33,2254,partial,Tablet,FR,,37.56666666666667,0.6261111111111111,False
U0017,U0017_S002,T0269,Horror Title 269,Horror,False,,,5460,2025-05-11 19:39:17,2025-05-11 20:25:55,2798,partial,Mobile,AU,4.3,46.63333333333333,0.7772222222222223,False
U0017,U0017_S003,T0006,Horror Title 6,Horror,True,2.0,9.0,1680,2025-03-03 13:53:13,2025-03-03 14:15:48,1355,partial,Tablet,IN,5.0,22.583333333333332,0.3763888888888889,False
U0017,U0017_S003,T0286,Romance Title 286,Romance,False,,,8640,2025-03-03 14:24:42,2025-03-03 16:25:11,7229,partial,Game Console,IN,3.8,120.48333333333333,2.0080555555555555,False
U0017,U0017_S004,T0161,Drama Title 161,Drama,True,1.0,7.0,1980,2025-06-02 09:50:55,2025-06-02 10:17:17,1582,partial,Tablet,CA,,26.366666666666667,0.43944444444444447,False
U0017,U0017_S005,T0139,Action Title 139,Action,False,,,6420,2025-08-02 19:39:44,2025-08-02 20:59:30,4786,partial,Web,MX,5.0,79.76666666666667,1.3294444444444444,False
U0017,U0017_S005,T0232,Thriller Title 232,Thriller,True,1.0,8.0,1800,2025-08-02 21:08:27,2025-08-02 21:34:58,1591,partial,Tablet,US,,26.516666666666666,0.4419444444444444,False
U0018,U0018_S001,T0164,Sci-Fi Title 164,Sci-Fi,False,,,6480,2025-07-26 09:03:46,2025-07-26 09:43:30,2384,partial,Web,UK,5.0,39.733333333333334,0.6622222222222223,False
U0018,U0018_S002,T0299,Horror Title 299,Horror|Drama,True,1.0,11.0,1800,2025-03-18 05:27:59,2025-03-18 05:44:09,970,partial,Tablet,UK,,16.166666666666668,0.26944444444444443,False
U0019,U0019_S001,T0291,Action Title 291,Action,True,2.0,5.0,1680,2025-06-25 15:52:36,2025-06-25 16:16:23,1427,partial,Game Console,MX,4.7,23.783333333333335,0.3963888888888889,False
U0019,U0019_S002,T0184,Drama Title 184,Drama|Animation,True,1.0,12.0,2700,2025-06-24 04:24:20,2025-06-24 04:59:03,2083,partial,Smart TV,US,,34.71666666666667,0.5786111111111111,False
U0019,U0019_S002,T0149,Animation Title 149,Animation,False,,,7980,2025-06-24 05:03:02,2025-06-24 06:55:19,6737,partial,Smart TV,DE,4.8,112.28333333333333,1.871388888888889,False
U0019,U0019_S003,T0139,Action Title 139,Action,False,,,6420,2025-06-28 23:22:57,2025-06-29 00:25:36,3759,partial,Web,US,,62.65,1.0441666666666667,False
U0019,U0019_S004,T0094,Family Title 94,Family,True,5.0,8.0,2340,2025-06-05 19:44:07,2025-06-05 20:18:14,2047,partial,Web,MX,1.8,34.11666666666667,0.5686111111111111,False
U0019,U0019_S004,T0125,Comedy Title 125,Comedy,False,,,6240,2025-06-05 20:24:21,2025-06-05 20:53:47,1766,partial,Smart TV,MX,,29.433333333333334,0.4905555555555556,False
U0019,U0019_S004,T0203,Thriller Title 203,Thriller|Action,False,,,6000,2025-06-05 20:57:49,2025-06-05 21:51:55,3246,partial,Game Console,US,,54.1,0.9016666666666666,False
U0019,U0019_S005,T0001,Comedy Title 1,Comedy,False,,,7320,2025-06-26 11:27:55,2025-06-26 12:12:43,2688,partial,Game Console,US,,44.8,0.7466666666666667,False
U0020,U0020_S001,T0032,Sci-Fi Title 32,Sci-Fi|Romance,False,,,7320,2025-06-28 21:46:12,2025-06-28 23:33:11,6419,partial,Tablet,IN,,106.98333333333333,1.7830555555555556,False
U0020,U0020_S001,T0299,Horror Title 299,Horror|Drama,True,2.0,7.0,1800,2025-06-28 23:41:41,2025-06-29 00:07:29,1548,partial,Web,FR,,25.8,0.43,False
U0020,U0020_S002,T0103,Drama Title 103,Drama,False,,,7440,2025-03-12 10:06:31,2025-03-12 10:49:59,2608,partial,Game Console,DE,,43.46666666666667,0.7244444444444444,False
U0021,U0021_S001,T0299,Horror Title 299,Horror|Drama,True,2.0,9.0,1800,2025-07-05 14:43:18,2025-07-05 15:06:51,1413,partial,Mobile,DE,3.4,23.55,0.3925,False
U0021,U0021_S001,T0045,Romance Title 45,Romance,True,1.0,1.0,2520,2025-07-05 15:10:02,2025-07-05 15:50:18,2416,complete,Tablet,IN,,40.266666666666666,0.6711111111111111,False
U0021,U0021_S001,T0184,Drama Title 184,Drama|Animation,True,1.0,11.0,2700,2025-07-05 15:53:56,2025-07-05 16:23:05,1749,partial,Tablet,US,3.5,29.15,0.48583333333333334,False
U0021,U0021_S002,T0136,Action Title 136,Action,True,2.0,11.0,2460,2025-04-20 07:25:34,2025-04-20 07:40:51,917,partial,Smart TV,IN,,15.283333333333333,0.25472222222222224,False
U0021,U0021_S002,T0003,Thriller Title 3,Thriller,True,5.0,4.0,2220,2025-04-20 07:49:06,2025-04-20 07:59:22,616,partial,Web,US,,10.266666666666667,0.1711111111111111,False
U0022,U0022_S001,T0225,Horror Title 225,Horror,True,4.0,3.0,3120,2025-03-08 06:15:11,2025-03-08 06:54:41,2370,partial,Game Console,JP,2.5,39.5,0.6583333333333333,False
U0022,U0022_S002,T0172,Family Title 172,Family,False,,,6240,2025-03-14 17:44:47,2025-03-14 18:44:16,3569,partial,Game Console,IN,,59.483333333333334,0.9913888888888889,False
U0022,U0022_S002,T0153,Comedy Title 153,Comedy,True,3.0,10.0,1800,2025-03-14 18:54:10,2025-03-14 19:23:39,1769,complete,Tablet,AU,,29.483333333333334,0.4913888888888889,False
U0022,U0022_S002,T0210,Documentary Title 210,Documentary|Drama,False,,,7920,2025-03-14 19:25:54,2025-03-14 19:55:07,1753,partial,Web,UK,3.5,29.216666666666665,0.48694444444444446,False
U0022,U0022_S003,T0245,Romance Title 245,Romance,True,1.0,1.0,1560,2025-03-27 07:41:41,2025-03-27 07:52:17,636,partial,Web,BR,,10.6,0.17666666666666667,False
U0022,U0022_S004,T0289,Action Title 289,Action,True,1.0,1.0,3060,2025-02-13 11:49:18,2025-02-13 12:18:02,1724,partial,Web,US,,28.733333333333334,0.47888888888888886,False
U0022,U0022_S005,T0100,Horror Title 100,Horror,True,1.0,6.0,2100,2025-05-26 10:20:36,2025-05-26 10:36:33,957,partial,Smart TV,US,2.6,15.95,0.2658333333333333,False
U0022,U0022_S006,T0026,Action Title 26,Action|Romance,False,,,7800,2025-03-14 21:46:54,2025-03-14 23:52:20,7526,complete,Game Console,AU,4.3,125.43333333333334,2.0905555555555555,False
U0022,U0022_S006,T0152,Thriller Title 152,Thriller,False,,,6600,2025-03-14 23:55:05,2025-03-15 01:30:05,5700,partial,Web,BR,4.3,95.0,1.5833333333333333,False
U0023,U0023_S001,T0215,Animation Title 215,Animation,True,3.0,7.0,3420,2025-03-04 01:50:47,2025-03-04 02:08:02,1035,partial,Smart TV,JP,,17.25,0.2875,False
U0023,U0023_S002,T0149,Animation Title 149,Animation,False,,,7980,2025-04-30 23:47:21,2025-05-01 00:37:30,3009,partial,Mobile,MX,,50.15,0.8358333333333333,False
U0023,U0023_S003,T0255,Comedy Title 255,Comedy,False,,,5820,2025-03-03 07:33:25,2025-03-03 08:59:55,5190,partial,Tablet,US,,86.5,1.4416666666666667,False
U0023,U0023_S003,T0292,Animation Title 292,Animation,True,1.0,12.0,2400,2025-03-03 09:02:59,2025-03-03 09:39:56,2217,complete,Game Console,FR,4.2,36.95,0.6158333333333333,False
U0023,U0023_S004,T0095,Comedy Title 95,Comedy,True,1.0,6.0,2580,2025-08-06 04:03:28,2025-08-06 04:28:04,1476,partial,Game Console,JP,3.3,24.6,0.41,False
U0023,U0023_S004,T0013,Thriller Title 13,Thriller|Romance,False,,,6840,2025-08-06 04:35:13,2025-08-06 06:19:02,6229,complete,Tablet,JP,,103.81666666666666,1.7302777777777778,False
U0024,U0024_S001,T0292,Animation Title 292,Animation,True,1.0,10.0,2400,2025-03-25 06:01:59,2025-03-25 06:34:53,1974,partial,Mobile,UK,,32.9,0.5483333333333333,False
U0024,U0024_S001,T0085,Sci-Fi Title 85,Sci-Fi,True,3.0,7.0,1260,2025-03-25 06:43:32,2025-03-25 06:57:06,814,partial,Smart TV,IN,,13.566666666666666,0.22611111111111112,False
U0025,U0025_S001,T0187,Thriller Title 187,Thriller,True,1.0,9.0,2100,2025-02-13 16:24:21,2025-02-13 16:45:58,1297,partial,Tablet,CA,,21.616666666666667,0.36027777777777775,False
U0025,U0025_S002,T0153,Comedy Title 153,Comedy,True,1.0,7.0,1800,2025-02-24 20:39:18,2025-02-24 20:42:44,206,partial,Smart TV,BR,,3.433333333333333,0.05722222222222222,False
U0025,U0025_S002,T0246,Documentary Title 246,Documentary,False,,,7440,2025-02-24 20:45:17,2025-02-24 21:57:28,4331,partial,Smart TV,MX,,72.18333333333334,1.2030555555555555,False
U0025,U0025_S003,T0192,Documentary Title 192,Documentary,True,2.0,3.0,3180,2025-05-05 06:21:04,2025-05-05 07:07:58,2814,partial,Smart TV,DE,,46.9,0.7816666666666666,False
U0025,U0025_S004,T0066,Drama Title 66,Drama,True,1.0,11.0,1440,2025-03-08 14:44:23,2025-03-08 15:04:54,1231,partial,Mobile,FR,,20.516666666666666,0.34194444444444444,False
U0025,U0025_S004,T0012,Comedy Title 12,Comedy,True,1.0,12.0,2820,2025-03-08 15:07:55,2025-03-08 15:46:27,2312,partial,Mobile,MX,4.6,38.53333333333333,0.6422222222222222,False
U0025,U0025_S005,T0113,Comedy Title 113,Comedy,False,,,4440,2025-06-13 22:31:58,2025-06-13 23:32:42,3644,partial,Smart TV,BR,,60.733333333333334,1.0122222222222221,False
U0026,U0026_S001,T0184,Drama Title 184,Drama|Animation,True,2.0,4.0,2700,2025-03-16 23:02:30,2025-03-16 23:38:53,2183,partial,Web,BR,,36.38333333333333,0.6063888888888889,False
U0026,U0026_S001,T0122,Family Title 122,Family|Sci-Fi,False,,,7500,2025-03-16 23:45:14,2025-03-17 00:26:10,2456,partial,Game Console,JP,4.6,40.93333333333333,0.6822222222222222,False
U0026,U0026_S001,T0239,Comedy Title 239,Comedy,True,5.0,12.0,1920,2025-03-17 00:31:23,2025-03-17 00:57:37,1574,partial,Mobile,IN,3.5,26.233333333333334,0.43722222222222223,False
U0026,U0026_S001,T0212,Romance Title 212,Romance,True,1.0,9.0,2160,2025-03-17 00:59:22,2025-03-17 01:26:25,1623,partial,Web,JP,,27.05,0.4508333333333333,False
U0026,U0026_S002,T0054,Thriller Title 54,Thriller|Sci-Fi,False,,,7020,2025-07-04 04:26:37,2025-07-04 06:18:35,6718,complete,Web,JP,3.8,111.96666666666667,1.866111111111111,False
U0027,U0027_S001,T0219,Family Title 219,Family,True,1.0,7.0,1920,2025-02-26 08:34:22,2025-02-26 08:59:11,1489,partial,Game Console,DE,,24.816666666666666,0.4136111111111111,False
U0027,U0027_S001,T0039,Family Title 39,Family|Sci-Fi,True,1.0,3.0,1860,2025-02-26 09:08:16,2025-02-26 09:39:06,1850,complete,Smart TV,UK,,30.833333333333332,0.5138888888888888,False
