UserID,SessionID,TitleID,Title,Genres,IsSeries,Season,EpisodeNumber,FullContentDurationSeconds,WatchStart,WatchEnd,WatchDurationSeconds,EventType,Device,Country,Rating
U0007,U0007_S003,T0270,Romance Title 270,Romance|Comedy,True,2,4,3060,2025-05-19 15:48:24,2025-05-19 16:22:27,2043,partial,Smart TV,IN,
U0007,U0007_S003,T0227,Action Title 227,Action|Drama,False,,,5460,2025-05-19 16:24:03,2025-05-19 17:52:46,5323,complete,Smart TV,JP,
U0007,U0007_S003,T0046,Comedy Title 46,Comedy|Romance,False,,,7500,2025-05-19 17:58:35,2025-05-19 18:39:21,2446,partial,Web,IN,
U0007,U0007_S003,T0198,Horror Title 198,Horror|Comedy,False,,,5880,2025-05-19 18:43:14,2025-05-19 19:21:27,2293,partial,Tablet,US,3.9
U0008,U0008_S001,T0239,Comedy Title 239,Comedy,True,5,10,1920,2025-04-06 20:24:09,2025-04-06 20:47:41,1412,partial,Tablet,US,4.1
U0008,U0008_S001,T0290,Romance Title 290,Romance,False,,,6120,2025-04-06 20:57:38,2025-04-06 22:09:10,4292,partial,Smart TV,CA,
U0008,U0008_S001,T0222,Drama Title 222,Drama,True,3,10,1680,2025-04-06 22:16:35,2025-04-06 22:26:07,572,partial,Smart TV,IN,3.7
U0008,U0008_S002,T0176,Comedy Title 176,Comedy,True,1,8,2400,2025-07-13 20:15:04,2025-07-13 20:46:01,1857,partial,Mobile,MX,4.3
U0008,U0008_S002,T0256,Comedy Title 256,Comedy,False,,,6060,2025-07-13 20:51:01,2025-07-13 21:30:18,2357,partial,Smart TV,BR,3.8
U0008,U0008_S002,T0242,Thriller Title 242,Thriller,False,,,6720,2025-07-13 21:39:49,2025-07-13 23:02:19,4950,partial,Web,IN,
U0009,U0009_S001,T0024,Documentary Title 24,Documentary|Sci-Fi,True,5,4,2460,2025-07-14 22:57:30,2025-07-14 23:33:05,2135,partial,Tablet,UK,5.0
U0009,U0009_S001,T0280,Romance Title 280,Romance,False,,,7860,2025-07-14 23:41:03,2025-07-15 01:09:20,5297,partial,Tablet,DE,
U0009,U0009_S002,T0171,Family Title 171,Family,True,1,10,2400,2025-07-15 21:47:58,2025-07-15 22:16:55,1737,partial,Mobile,MX,
U0009,U0009_S003,T0218,Thriller Title 218,Thriller|Drama,True,1,11,2880,2025-06-27 23:46:51,2025-06-28 00:22:10,2119,partial,Tablet,UK,3.5
U0009,U0009_S003,T0133,Comedy Title 133,Comedy,False,,,5220,2025-06-28 00:27:08,2025-06-28 01:34:15,4027,partial,Tablet,IN,
U0010,U0010_S001,T0193,Action Title 193,Action,True,1,4,1380,2025-07-13 13:40:52,2025-07-13 13:55:03,851,partial,Game Console,MX,3.7
U0010,U0010_S002,T0237,Family Title 237,Family|Drama,True,1,11,1800,2025-08-04 14:43:51,2025-08-04 15:07:48,1437,partial,Web,US,
U0010,U0010_S002,T0101,Romance Title 101,Romance,False,,,7260,2025-08-04 15:08:48,2025-08-04 16:04:19,3331,partial,Game Console,US,
U0010,U0010_S003,T0013,Thriller Title 13,Thriller|Romance,False,,,6840,2025-07-29 11:06:43,2025-07-29 11:57:57,3074,partial,Tablet,DE,5.0
U0010,U0010_S004,T0229,Comedy Title 229,Comedy,True,2,2,2400,2025-05-25 08:40:03,2025-05-25 09:11:50,1907,partial,Mobile,AU,
U0010,U0010_S005,T0049,Romance Title 49,Romance|Horror,True,2,2,2760,2025-06-08 16:24:49,2025-06-08 17:02:44,2275,partial,Mobile,DE,4.1
U0010,U0010_S005,T0227,Action Title 227,Action|Drama,False,,,5460,2025-06-08 17:05:44,2025-06-08 18:21:44,4560,partial,Tablet,US,4.0
U0010,U0010_S005,T0110,Romance Title 110,Romance,False,,,6120,2025-06-08 18:27:40,2025-06-08 19:58:38,5458,partial,Smart TV,MX,
U0010,U0010_S005,T0234,Comedy Title 234,Comedy,True,1,6,1380,2025-06-08 20:05:51,2025-06-08 20:25:33,1182,partial,Game Console,US,
U0010,U0010_S006,T0194,Romance Title 194,Romance,True,2,9,2100,2025-05-31 00:25:19,2025-05-31 00:53:58,1719,partial,Tablet,UK,3.3
U0011,U0011_S001,T0162,Thriller Title 162,Thriller,False,,,7200,2025-07-23 05:43:01,2025-07-23 07:10:51,5270,partial,Mobile,FR,4.2
U0011,U0011_S001,T0251,Drama Title 251,Drama,False,,,6180,2025-07-23 07:14:58,2025-07-23 07:45:23,1825,partial,Mobile,UK,
U0011,U0011_S002,T0258,Thriller Title 258,Thriller,True,2,2,2280,2025-07-14 10:50:45,2025-07-14 11:15:21,1476,partial,Game Console,US,
U0011,U0011_S002,T0077,Thriller Title 77,Thriller,False,,,5400,2025-07-14 11:24:39,2025-07-14 12:25:32,3653,partial,Web,DE,2.6
U0012,U0012_S001,T0293,Horror Title 293,Horror,True,1,1,2040,2025-05-10 18:36:16,2025-05-10 19:00:34,1458,partial,Tablet,IN,
U0012,U0012_S002,T0198,Horror Title 198,Horror|Comedy,False,,,5880,2025-05-16 00:07:20,2025-05-16 00:56:04,2924,partial,Tablet,AU,
U0012,U0012_S003,T0038,Romance Title 38,Romance,True,3,12,1980,2025-03-05 20:43:47,2025-03-05 21:13:51,1804,complete,Web,US,
U0013,U0013_S001,T0258,Thriller Title 258,Thriller,True,2,11,2280,2025-03-17 14:42:00,2025-03-17 15:00:38,1118,partial,Game Console,IN,
U0013,U0013_S002,T0270,Romance Title 270,Romance|Comedy,True,2,12,3060,2025-06-29 12:05:35,2025-06-29 12:31:57,1582,partial,Game Console,US,3.3
U0013,U0013_S002,T0135,Action Title 135,Action,True,3,4,2100,2025-06-29 12:37:02,2025-06-29 12:52:54,952,partial,Mobile,IN,
U0013,U0013_S002,T0258,Thriller Title 258,Thriller,True,4,4,2280,2025-06-29 13:00:23,2025-06-29 13:35:10,2087,complete,Web,CA,
U0013,U0013_S003,T0220,Horror Title 220,Horror,True,2,1,1440,2025-03-18 04:46:08,2025-03-18 05:05:08,1140,partial,Game Console,US,3.4
U0013,U0013_S003,T0002,Drama Title 2,Drama|Sci-Fi,True,2,8,2700,2025-03-18 05:08:03,2025-03-18 05:20:41,758,partial,Smart TV,US,
U0013,U0013_S004,T0173,Animation Title 173,Animation|Thriller,False,,,5760,2025-02-18 02:56:47,2025-02-18 04:18:00,4873,partial,Tablet,AU,
U0013,U0013_S004,T0137,Animation Title 137,Animation,True,1,4,2700,2025-02-18 04:21:42,2025-02-18 04:42:07,1225,partial,Mobile,JP,2.8
U0013,U0013_S004,T0156,Family Title 156,Family,False,,,6240,2025-02-18 04:43:24,2025-02-18 05:30:16,2812,partial,Web,MX,3.7
U0013,U0013_S004,T0018,Horror Title 18,Horror,False,,,5700,2025-02-18 05:32:31,2025-02-18 06:53:53,4882,partial,Mobile,FR,
U0013,U0013_S005,T0205,Animation Title 205,Animation,True,1,4,2460,2025-06-16 17:03:47,2025-06-16 17:44:36,2449,complete,Game Console,MX,3.1
U0014,U0014_S001,T0151,Thriller Title 151,Thriller,True,1,6,2100,2025-06-04 09:12:17,2025-06-04 09:38:48,1591,partial,Game Console,JP,
U0014,U0014_S001,T0159,Family Title 159,Family|Thriller,True,3,3,1320,2025-06-04 09:42:42,2025-06-04 09:53:46,664,partial,Smart TV,UK,
U0015,U0015_S001,T0082,Documentary Title 82,Documentary,True,2,5,2160,2025-03-18 13:59:42,2025-03-18 14:32:15,1953,complete,Tablet,FR,3.7
U0015,U0015_S002,T0187,Thriller Title 187,Thriller,True,1,10,2100,2025-07-16 14:49:05,2025-07-16 15:09:15,1210,partial,Web,IN,
U0016,U0016_S001,T0144,Thriller Title 144,Thriller|Sci-Fi,True,1,12,1800,2025-03-16 13:05:52,2025-03-16 13:27:41,1309,partial,Mobile,BR,
U0016,U0016_S002,T0022,Drama Title 22,Drama,True,1,7,2460,2025-07-14 10:48:03,2025-07-14 11:04:15,972,partial,Tablet,US,3.8
U0017,U0017_S001,T0206,Thriller Title 206,Thriller,True,1,2,1920,2025-04-29 02:02:34,2025-04-29 02:16:00,806,partial,Game Console,JP,
U0017,U0017_S001,T0296,Drama Title 296,Drama,False,,,5580,2025-04-29 02:23:59,2025-04-29 03:01:33,2254,partial,Tablet,FR,
U0017,U0017_S002,T0269,Horror Title 269,Horror,False,,,5460,2025-05-11 19:39:17,2025-05-11 20:25:55,2798,partial,Mobile,AU,4.3
U0017,U0017_S003,T0006,Horror Title 6,Horror,True,2,9,1680,2025-03-03 13:53:13,2025-03-03 14:15:48,1355,partial,Tablet,IN,5.0
U0017,U0017_S003,T0286,Romance Title 286,Romance,False,,,8640,2025-03-03 14:24:42,2025-03-03 16:25:11,7229,partial,Game Console,IN,3.8
U0017,U0017_S004,T0161,Drama Title 161,Drama,True,1,7,1980,2025-06-02 09:50:55,2025-06-02 10:17:17,1582,partial,Tablet,CA,
U0017,U0017_S005,T0139,Action Title 139,Action,False,,,6420,2025-08-02 19:39:44,2025-08-02 20:59:30,4786,partial,Web,MX,5.0
U0017,U0017_S005,T0232,Thriller Title 232,Thriller,True,1,8,1800,2025-08-02 21:08:27,2025-08-02 21:34:58,1591,partial,Tablet,US,
U0018,U0018_S001,T0164,Sci-Fi Title 164,Sci-Fi,False,,,6480,2025-07-26 09:03:46,2025-07-26 09:43:30,2384,partial,Web,UK,5.0
U0018,U0018_S002,T0299,Horror Title 299,Horror|Drama,True,1,11,1800,2025-03-18 05:27:59,2025-03-18 05:44:09,970,partial,Tablet,UK,
U0019,U0019_S001,T0291,Action Title 291,Action,True,2,5,1680,2025-06-25 15:52:36,2025-06-25 16:16:23,1427,partial,Game Console,MX,4.7
U0019,U0019_S002,T0184,Drama Title 184,Drama|Animation,True,1,12,2700,2025-06-24 04:24:20,2025-06-24 04:59:03,2083,partial,Smart TV,US,
U0019,U0019_S002,T0149,Animation Title 149,Animation,False,,,7980,2025-06-24 05:03:02,2025-06-24 06:55:19,6737,partial,Smart TV,DE,4.8
U0019,U0019_S003,T0139,Action Title 139,Action,False,,,6420,2025-06-28 23:22:57,2025-06-29 00:25:36,3759,partial,Web,US,
U0019,U0019_S004,T0094,Family Title 94,Family,True,5,8,2340,2025-06-05 19:44:07,2025-06-05 20:18:14,2047,partial,Web,MX,1.8
U0019,U0019_S004,T0125,Comedy Title 125,Comedy,False,,,6240,2025-06-05 20:24:21,2025-06-05 20:53:47,1766,partial,Smart TV,MX,
U0019,U0019_S004,T0203,Thriller Title 203,Thriller|Action,False,,,6000,2025-06-05 20:57:49,2025-06-05 21:51:55,3246,partial,Game Console,US,
U0019,U0019_S005,T0001,Comedy Title 1,Comedy,False,,,7320,2025-06-26 11:27:55,2025-06-26 12:12:43,2688,partial,Game Console,US,
U0020,U0020_S001,T0032,Sci-Fi Title 32,Sci-Fi|Romance,False,,,7320,2025-06-28 21:46:12,2025-06-28 23:33:11,6419,partial,Tablet,IN,
U0020,U0020_S001,T0299,Horror Title 299,Horror|Drama,True,2,7,1800,2025-06-28 23:41:41,2025-06-29 00:07:29,1548,partial,Web,FR,
U0020,U0020_S002,T0103,Drama Title 103,Drama,False,,,7440,2025-03-12 10:06:31,2025-03-12 10:49:59,2608,partial,Game Console,DE,
U0021,U0021_S001,T0299,Horror Title 299,Horror|Drama,True,2,9,1800,2025-07-05 14:43:18,2025-07-05 15:06:51,1413,partial,Mobile,DE,3.4
U0021,U0021_S001,T0045,Romance Title 45,Romance,True,1,1,2520,2025-07-05 15:10:02,2025-07-05 15:50:18,2416,complete,Tablet,IN,
U0021,U0021_S001,T0184,Drama Title 184,Drama|Animation,True,1,11,2700,2025-07-05 15:53:56,2025-07-05 16:23:05,1749,partial,Tablet,US,3.5
U0021,U0021_S002,T0136,Action Title 136,Action,True,2,11,2460,2025-04-20 07:25:34,2025-04-20 07:40:51,917,partial,Smart TV,IN,
U0021,U0021_S002,T0003,Thriller Title 3,Thriller,True,5,4,2220,2025-04-20 07:49:06,2025-04-20 07:59:22,616,partial,Web,US,
U0022,U0022_S001,T0225,Horror Title 225,Horror,True,4,3,3120,2025-03-08 06:15:11,2025-03-08 06:54:41,2370,partial,Game Console,JP,2.5
U0022,U0022_S002,T0172,Family Title 172,Family,False,,,6240,2025-03-14 17:44:47,2025-03-14 18:44:16,3569,partial,Game Console,IN,
U0022,U0022_S002,T0153,Comedy Title 153,Comedy,True,3,10,1800,2025-03-14 18:54:10,2025-03-14 19:23:39,1769,complete,Tablet,AU,
U0022,U0022_S002,T0210,Documentary Title 210,Documentary|Drama,False,,,7920,2025-03-14 19:25:54,2025-03-14 19:55:07,1753,partial,Web,UK,3.5
U0022,U0022_S003,T0245,Romance Title 245,Romance,True,1,1,1560,2025-03-27 07:41:41,2025-03-27 07:52:17,636,partial,Web,BR,
U0022,U0022_S004,T0289,Action Title 289,Action,True,1,1,3060,2025-02-13 11:49:18,2025-02-13 12:18:02,1724,partial,Web,US,
U0022,U0022_S005,T0100,Horror Title 100,Horror,True,1,6,2100,2025-05-26 10:20:36,2025-05-26 10:36:33,957,partial,Smart TV,US,2.6
U0022,U0022_S006,T0026,Action Title 26,Action|Romance,False,,,7800,2025-03-14 21:46:54,2025-03-14 23:52:20,7526,complete,Game Console,AU,4.3
U0022,U0022_S006,T0152,Thriller Title 152,Thriller,False,,,6600,2025-03-14 23:55:05,2025-03-15 01:30:05,5700,partial,Web,BR,4.3
U0023,U0023_S001,T0215,Animation Title 215,Animation,True,3,7,3420,2025-03-04 01:50:47,2025-03-04 02:08:02,1035,partial,Smart TV,JP,
U0023,U0023_S002,T0149,Animation Title 149,Animation,False,,,7980,2025-04-30 23:47:21,2025-05-01 00:37:30,3009,partial,Mobile,MX,
U0023,U0023_S003,T0255,Comedy Title 255,Comedy,False,,,5820,2025-03-03 07:33:25,2025-03-03 08:59:55,5190,partial,Tablet,US,
U0023,U0023_S003,T0292,Animation Title 292,Animation,True,1,12,2400,2025-03-03 09:02:59,2025-03-03 09:39:56,2217,complete,Game Console,FR,4.2
U0023,U0023_S004,T0095,Comedy Title 95,Comedy,True,1,6,2580,2025-08-06 04:03:28,2025-08-06 04:28:04,1476,partial,Game Console,JP,3.3
U0023,U0023_S004,T0013,Thriller Title 13,Thriller|Romance,False,,,6840,2025-08-06 04:35:13,2025-08-06 06:19:02,6229,complete,Tablet,JP,
U0024,U0024_S001,T0292,Animation Title 292,Animation,True,1,10,2400,2025-03-25 06:01:59,2025-03-25 06:34:53,1974,partial,Mobile,UK,
U0024,U0024_S001,T0085,Sci-Fi Title 85,Sci-Fi,True,3,7,1260,2025-03-25 06:43:32,2025-03-25 06:57:06,814,partial,Smart TV,IN,
U0025,U0025_S001,T0187,Thriller Title 187,Thriller,True,1,9,2100,2025-02-13 16:24:21,2025-02-13 16:45:58,1297,partial,Tablet,CA,
U0025,U0025_S002,T0153,Comedy Title 153,Comedy,True,1,7,1800,2025-02-24 20:39:18,2025-02-24 20:42:44,206,partial,Smart TV,BR,
U0025,U0025_S002,T0246,Documentary Title 246,Documentary,False,,,7440,2025-02-24 20:45:17,2025-02-24 21:57:28,4331,partial,Smart TV,MX,
U0025,U0025_S003,T0192,Documentary Title 192,Documentary,True,2,3,3180,2025-05-05 06:21:04,2025-05-05 07:07:58,2814,partial,Smart TV,DE,
U0025,U0025_S004,T0066,Drama Title 66,Drama,True,1,11,1440,2025-03-08 14:44:23,2025-03-08 15:04:54,1231,partial,Mobile,FR,
U0025,U0025_S004,T0012,Comedy Title 12,Comedy,True,1,12,2820,2025-03-08 15:07:55,2025-03-08 15:46:27,2312,partial,Mobile,MX,4.6
U0025,U0025_S005,T0113,Comedy Title 113,Comedy,False,,,4440,2025-06-13 22:31:58,2025-06-13 23:32:42,3644,partial,Smart TV,BR,
U0026,U0026_S001,T0184,Drama Title 184,Drama|Animation,True,2,4,2700,2025-03-16 23:02:30,2025-03-16 23:38:53,2183,partial,Web,BR,
U0026,U0026_S001,T0122,Family Title 122,Family|Sci-Fi,False,,,7500,2025-03-16 23:45:14,2025-03-17 00:26:10,2456,partial,Game Console,JP,4.6
U0026,U0026_S001,T0239,Comedy Title 239,Comedy,True,5,12,1920,2025-03-17 00:31:23,2025-03-17 00:57:37,1574,partial,Mobile,IN,3.5
U0026,U0026_S001,T0212,Romance Title 212,Romance,True,1,9,2160,2025-03-17 00:59:22,2025-03-17 01:26:25,1623,partial,Web,JP,
U0026,U0026_S002,T0054,Thriller Title 54,Thriller|Sci-Fi,False,,,7020,2025-07-04 04:26:37,2025-07-04 06:18:35,6718,complete,Web,JP,3.8
U0027,U0027_S001,T0219,Family Title 219,Family,True,1,7,1920,2025-02-26 08:34:22,2025-02-26 08:59:11,1489,partial,Game Console,DE,
U0027,U0027_S001,T0039,Family Title 39,Family|Sci-Fi,True,1,3,1860,2025-02-26 09:08:16,2025-02-26 09:39:06,1850,complete,Smart TV,UK,
U0028,U0028_S001,T0052,Sci-Fi Title 52,Sci-Fi,False,,,7320,2025-02-20 15:53:42,2025-02-20 16:43:26,2984,partial,Web,US,4.2
U0028,U0028_S001,T0237,Family Title 237,Family|Drama,True,1,8,1800,2025-02-20 16:44:29,2025-02-20 16:58:54,865,partial,Web,US,
U0028,U0028_S001,T0077,Thriller Title 77,Thriller,False,,,5400,2025-02-20 17:02:47,2025-02-20 17:20:43,1076,partial,Web,MX,
U0028,U0028_S002,T0049,Romance Title 49,Romance|Horror,True,3,6,2760,2025-07-11 21:22:08,2025-07-11 22:03:36,2488,complete,Smart TV,US,
U0028,U0028_S003,T0239,Comedy Title 239,Comedy,True,5,11,1920,2025-07-02 17:18:22,2025-07-02 17:45:23,1621,partial,Smart TV,CA,
U0028,U0028_S003,T0163,Comedy Title 163,Comedy|Drama,False,,,4500,2025-07-02 17:53:07,2025-07-02 18:12:32,1165,partial,Mobile,IN,
U0028,U0028_S003,T0083,Family Title 83,Family,False,,,5460,2025-07-02 18:14:13,2025-07-02 19:21:58,4065,partial,Mobile,US,4.6
U0028,U0028_S004,T0273,Comedy Title 273,Comedy,False,,,5520,2025-03-22 22:37:09,2025-03-22 23:20:00,2571,partial,Web,US,
U0028,U0028_S005,T0038,Romance Title 38,Romance,True,2,6,1980,2025-08-09 11:55:52,2025-08-09 12:19:32,1420,partial,Smart TV,MX,
U0029,U0029_S001,T0066,Drama Title 66,Drama,True,3,5,1440,2025-07-06 16:18:04,2025-07-06 16:30:46,762,partial,Smart TV,AU,4.0
U0029,U0029_S002,T0125,Comedy Title 125,Comedy,False,,,6240,2025-04-12 00:35:02,2025-04-12 00:59:59,1497,partial,Game Console,US,
U0029,U0029_S002,T0042,Comedy Title 42,Comedy,True,2,4,2040,2025-04-12 01:09:52,2025-04-12 01:23:59,847,partial,Web,JP,4.9
U0029,U0029_S002,T0213,Animation Title 213,Animation|Romance,True,1,3,2280,2025-04-12 01:27:17,2025-04-12 02:04:33,2236,complete,Mobile,MX,
U0030,U0030_S001,T0068,Documentary Title 68,Documentary|Romance,False,,,7980,2025-04-29 23:50:13,2025-04-30 00:58:58,4125,partial,Game Console,US,
U0030,U0030_S001,T0074,Documentary Title 74,Documentary|Horror,True,2,3,1740,2025-04-30 01:04:03,2025-04-30 01:15:46,703,partial,Smart TV,US,
U0031,U0031_S001,T0299,Horror Title 299,Horror|Drama,True,2,1,1800,2025-04-02 21:00:09,2025-04-02 21:15:04,895,partial,Mobile,BR,3.2
U0031,U0031_S001,T0142,Thriller Title 142,Thriller,True,1,3,1320,2025-04-02 21:23:47,2025-04-02 21:40:36,1009,partial,Web,JP,4.9
U0031,U0031_S001,T0144,Thriller Title 144,Thriller|Sci-Fi,True,1,5,1800,2025-04-02 21:43:47,2025-04-02 22:01:32,1065,partial,Smart TV,IN,
U0031,U0031_S002,T0171,Family Title 171,Family,True,1,10,2400,2025-08-04 06:51:35,2025-08-04 07:26:36,2101,partial,Web,UK,3.9
U0031,U0031_S002,T0006,Horror Title 6,Horror,True,1,4,1680,2025-08-04 07:31:55,2025-08-04 07:59:04,1629,complete,Game Console,US,
U0031,U0031_S003,T0087,Horror Title 87,Horror,False,,,6120,2025-07-05 15:46:03,2025-07-05 16:51:07,3904,partial,Game Console,JP,4.9
U0032,U0032_S001,T0211,Documentary Title 211,Documentary,True,1,2,2160,2025-07-24 14:10:53,2025-07-24 14:24:18,805,partial,Game Console,US,3.6
U0033,U0033_S001,T0078,Horror Title 78,Horror,False,,,8220,2025-05-14 02:44:02,2025-05-14 03:53:14,4152,partial,Tablet,MX,4.3
U0033,U0033_S001,T0268,Drama Title 268,Drama,True,1,5,1620,2025-05-14 03:56:40,2025-05-14 04:15:17,1117,partial,Web,BR,
U0033,U0033_S001,T0284,Comedy Title 284,Comedy,False,,,8100,2025-05-14 04:21:45,2025-05-14 05:10:27,2922,partial,Game Console,IN,
U0033,U0033_S002,T0098,Family Title 98,Family,True,4,8,2340,2025-05-19 02:44:28,2025-05-19 03:21:08,2200,complete,Game Console,MX,
U0033,U0033_S002,T0076,Romance Title 76,Romance|Action,True,2,4,1620,2025-05-19 03:30:52,2025-05-19 03:46:02,910,partial,Web,BR,
U0034,U0034_S001,T0117,Sci-Fi Title 117,Sci-Fi,True,4,6,1980,2025-07-10 08:47:47,2025-07-10 08:49:27,100,partial,Game Console,US,3.3
U0034,U0034_S002,T0275,Horror Title 275,Horror,False,,,7560,2025-04-15 18:36:17,2025-04-15 19:27:10,3053,partial,Web,BR,
U0035,U0035_S001,T0182,Drama Title 182,Drama,True,2,3,2160,2025-02-22 07:17:15,2025-02-22 07:40:41,1406,partial,Smart TV,DE,3.3
U0035,U0035_S001,T0007,Comedy Title 7,Comedy,True,1,1,2160,2025-02-22 07:47:51,2025-02-22 08:06:50,1139,partial,Web,IN,2.4
U0035,U0035_S002,T0072,Sci-Fi Title 72,Sci-Fi,False,,,4260,2025-06-23 03:08:04,2025-06-23 03:32:50,1486,partial,Web,IN,2.7
U0036,U0036_S001,T0113,Comedy Title 113,Comedy,False,,,4440,2025-07-17 03:09:41,2025-07-17 03:55:26,2745,partial,Tablet,US,
U0037,U0037_S001,T0205,Animation Title 205,Animation,True,1,8,2460,2025-08-06 01:22:12,2025-08-06 01:48:16,1564,partial,Smart TV,MX,
U0037,U0037_S002,T0295,Horror Title 295,Horror,False,,,6360,2025-04-01 05:11:24,2025-04-01 05:22:15,651,partial,Tablet,MX,
U0037,U0037_S003,T0017,Horror Title 17,Horror|Thriller,True,3,7,1440,2025-03-28 20:10:53,2025-03-28 20:27:28,995,partial,Game Console,JP,
